          Name    4-char code  Latitude     Longitude   Elevation(m)
           NEON_WREF  1456     45.820488   -121.951912    407.000000
         Langtang_BC  1457     28.214431     85.609781   4901.000000
       Kyanjin_Gompa  1458     28.211258     85.5663     3862.000000
             ARM_SGP  1459     36.605175    -97.485619    319.000000
 DEWA_ResearchCentre  1460     24.767222     55.369341    105.000000
       Gwangju_GIST3  1461     35.22889     126.84307      67.000000
             Kanpur3  1462     26.519196     80.232212    143.000000
    Railroad_Valley3  1463     38.4967     -115.6895     1435.000000
 Manila_Observatory3  1464     14.63602     121.07807      57.000000
             Tucson3  1465     32.2297     -110.955       786.000000
          Barcelona3  1466     41.38925       2.11206     125.000000
               GSFC3  1467     38.99596     -76.8494       87.000000
             Osaka31  1468     34.65179     135.5881       50.000000
             Osaka32  1469     34.65177     135.5877       50.000000
             Osaka33  1470     34.65087     135.5884       50.000000
        ARIAKE_TOWER  1471     33.103617    130.27195      15.000000
        Banizoumbou3  1472     13.54693       2.66519     274.000000
      Dibrugarh_Univ  1473     27.45085      94.896889    119.000000
       Denver_LaCasa  1474     39.77949    -105.00518    1601.000000
           Learmonth  1475    -22.2407      114.0967        9.000000
        Maldives_Gan  1476     -0.6905       73.15          4.000000
       New_Delhi_IMD  1477     28.5885       77.2216      151.000000
           Kaohsiung  1478     22.675621    120.292171     15.000000
           Warsaw_UW  1479     52.210932     20.982636    117.000000
             Thimphu  1480     27.472643     89.639057   2314.000000
               Bidur  1481     27.8955       85.140096    576.000000
        UH_W_Liberty  1482     30.057434    -94.978235     24.000000
         Victoria_JC  1483      1.306944    103.919444     25.000000
               Xitun  1484     24.1622      120.6169       91.000000
                AAOT  1485     45.3139       12.5083       10.000000
             Misamfu  1486    -10.1712       31.2241     1381.000000
      South_Greenbay  1487     44.59633     -87.9512      175.870000
     Lake_Okeechobee  1488     26.9017      -80.7892        9.000000
         Kluane_Lake  1489     61.027      -138.41        773.000000
      Granite_Island  1490     46.7208      -87.412         5.000000
         ASI_Malindi  1491     -2.996        40.1945       12.000000
               Migal  1492     33.236394     35.578278    200.000000
           Welgegund  1493    -26.569444     26.939167   1480.000000
       BMKG_GAW_PALU  1494     -1.6503      120.1829     1449.000000
  Hart_Miller_Island  1495     39.2419      -76.3628        5.000000
     Antikythera_NOA  1496     35.86099      23.30982     193.000000
             Majadas  1497     39.955031     -5.775914    258.000000
    Point_Mugu_Alpha  1498     34.098159   -119.118019      8.4
  Naalehu_Elementary  1499     19.060874   -155.578983    196.0
                HBOI  1500     27.5343      -80.3569        5.0
          PSDA_Chile  1501    -24.090306    -69.929028    965.0
           ETNA_VENA  1502     37.7905       15.1386      735.0
        Yale_Coastal  1503     41.2583      -72.7312        0.0
   Punta_Arenas_UMAG  1504    -53.1354      -70.8845       25.0
     Irbe_Lighthouse  1505     57.75092      21.72297      38.0
           Reykjavik  1506     64.1278      -21.9037       51.0
         KEMPTEN_UAS  1507     47.715833     10.314133    718.0
     Pinehurst_Idaho  1508     47.536739   -116.236917    680.0
     Kwajalein_Atoll  1509      8.84749     167.742808      2.0
          Loch_Leven  1510     56.18803      -3.35165     110.95
             SDU2018  1511    -20.0318      -67.8695     3671.0
         Tres_Olivos  1512     40.499111     -3.688514    721.0
             Barajas  1513     40.465277     -3.580576    630.0
             Suertes  1514     40.371644     -3.605795    639.0
      Cuatro_Vientos  1515     40.370096     -3.779692    685.0
         ARM_Cordoba  1516    -32.12641     -64.72837    1141.0
           NEON_YELL  1517     44.95348    -110.53914    2116.0
             Payerne  1518     46.812408      6.942019    491.0
             Lopburi  1519     15.266667    101.187361     49.28
           Braccagni  1520     42.827746     11.079531      7.0
        VirginiaTech  1521     37.230775     -80.424681   690.0
     Montevideo_FING  1522    -34.918167     -56.166767    71.0
  Hsinchu_Science_Pk  1523     24.785068     121.001811    98.0
         Alkali_Lake  1524     37.8588      -117.382     1468.0
            Railroad  1525     38.5046      -115.692     1438.0
         Grizzly_Bay  1526     38.108167    -122.056208     4.0
         Merida_MEDA  1527     20.9839       -89.6452      25.0
           NEON_PUUM  1528     19.553144    -155.317242  1685.0
        Campus_USACH  1529    -33.4499       -70.681567   550.0
            Qena_SVU  1530     26.199924      32.747029    75.7
        NILU-Kjeller  1531     59.974997      11.053208   136.0
             Bangkok  1532     13.7491       100.5177      57.1
        Okinawa_Hedo  1533     26.867        128.249       60.0
            Sra_Kaeo  1534     13.6889       102.5043      67.8
 Casablanca_Platform  1535     40.717          1.358       35.0
                Fang  1536     19.9134        99.20643    480.0
         MAXAR_FUTON  1537     40.03556     -104.885     1522.0
         NSPO_Taiwan  1538     24.784        121.0011      99.0
               Kashi  1539     39.5043        75.9304    1320.0
       Lumbini_North  1540     27.50372       83.28213     89.0
          UEM_Maputo  1541    -25.9497        32.59883     59.2
        Matorova_FMI  1542     67.99997       24.24001    340.0
              Niassa  1543    -12.1551        37.56656    510.0
       Cliff_Creek_1  1544     45.10871     -114.843     1351.0
       Cliff_Creek_2  1545     45.11509     -114.843     1552.0
       Cliff_Creek_3  1546     45.11542     -114.837     1727.0
       Cliff_Creek_4  1547     45.12343     -114.839     2024.0
       Cliff_Creek_5  1548     45.12993     -114.847     2068.0
       Cliff_Creek_6  1549     45.14417     -114.845     2232.0
             Yanqihu  1550     40.4083       116.6744     100.0
    Railroad_Valley2  1551     38.497       -115.691     1437.0
        Dakar_Belair  1552     14.7017       -17.4256      15.0
         NIST_bld226  1553     39.13742      -77.2181     154.0
   Caillouel_COBIACC  1554     49.61991        3.12681     53.0
 Missoula_Health_Dpt  1555     46.87575     -113.996      985.0
     Missoula_Pt_Six  1556     47.04133     -113.986     2420.0
 Missoula_Waterworks  1557     46.88088     -113.987     1107.0
   Missoula_Midslope  1558     46.99986     -114.026     1613.0
        Hainich_UGOE  1559     51.0792        10.4522     439.0
        Meridian_DEQ  1560     43.600697    -116.3480     809.0
     Cascade_Airport  1561     44.495286    -116.0168    1447.0
          Tumbarumba  1562    -35.7083       147.9499     776.0
     McCall_Dragon_1  1563     44.767031    -116.8319    2237.0
     McCall_Dragon_3  1564     45.038436    -116.2928    1167.0
     McCall_Dragon_4  1565     45.277464    -115.9140    1871.0
     McCall_Dragon_5  1566     45.266819    -115.6699    1960.0
     McCall_Dragon_6  1567     45.385364    -116.0431    1068.0
     McCall_Dragon_7  1568     45.423489    -116.0296     794.0
  McCall_AB_Standard  1569     44.870242    -116.1156    1524.0
     McCall_AB_Polar  1570     44.870242    -116.1156    1524.0
          Ibirapuera  1571	-23.589183     -46.650924   806.0
   Kemigawa_Offshore  1572	 35.610833     140.02333      8.2
     McCall_Dragon_8  1573	 45.268874    -115.845115  1785.0
     McCall_Dragon_9  1574	 45.272417    -115.849037  1875.0
  Section-7_Platform  1575     44.5458        29.4466      30.0
  
